,y,D,ite
21668,23.0,0,-23.0
21669,0.0,0,21.0
21670,0.0,0,0.0
21671,18.0,0,-7.0
21672,0.0,1,0.0
21673,0.0,0,0.0
21674,31.0,1,17.0
21675,6.0,0,-6.0
21676,19.0,0,-11.0
21677,24.0,0,7.0
21678,22.0,0,8.0
21679,6.0,0,-6.0
21680,0.0,0,0.0
21681,0.0,0,6.0
21682,0.0,0,31.0
21683,10.0,0,12.0
21684,3.0,0,22.0
21685,22.0,0,-22.0
21686,0.0,0,5.0
21687,31.0,0,-2.0
21688,0.0,1,0.0
21689,0.0,0,0.0
21690,31.0,0,0.0
21691,31.0,0,0.0
21692,28.0,0,3.0
21693,0.0,0,9.0
21694,0.0,0,0.0
21695,0.0,0,0.0
21696,16.0,1,16.0
21697,29.0,0,2.0
21698,25.0,1,-6.0
21699,0.0,1,0.0
21700,31.0,0,0.0
21701,0.0,0,15.0
21702,30.0,0,-22.0
21703,16.0,0,-6.0
21704,26.0,0,2.0
21705,4.0,0,7.0
21706,0.0,0,0.0
21707,26.0,0,5.0
21708,0.0,0,0.0
21709,0.0,0,4.0
21710,21.0,0,-7.0
21711,0.0,0,19.0
21712,31.0,1,31.0
21713,5.0,0,11.0
21714,2.0,0,-2.0
21715,21.0,0,-7.0
21716,26.0,0,-9.0
21717,31.0,1,31.0
21718,3.0,0,13.0
21719,16.0,0,15.0
21720,12.0,0,-12.0
21721,15.0,0,-15.0
21722,0.0,0,23.0
21723,0.0,0,0.0
21724,22.0,0,9.0
21725,16.0,0,11.0
21726,0.0,0,0.0
21727,28.0,0,3.0
21728,0.0,0,13.0
21729,14.0,0,17.0
21730,29.0,0,2.0
21731,31.0,1,2.0
21732,0.0,0,0.0
21733,24.0,0,7.0
21734,31.0,0,-0.0
21735,10.0,0,20.0
21736,23.0,0,2.0
21737,0.0,1,-18.0
21738,3.0,0,-3.0
21739,0.0,0,6.0
21740,30.0,0,-8.0
21741,0.0,0,16.0
21742,13.0,0,4.0
21743,0.0,1,-6.0
21744,31.0,0,0.0
21745,0.0,0,14.0
21746,0.0,0,28.0
21747,26.0,0,5.0
21748,31.0,0,-2.0
21749,0.0,0,0.0
21750,21.0,0,4.0
21751,17.0,0,10.0
21752,7.0,1,-14.0
21753,0.0,0,0.0
21754,2.0,0,20.0
21755,0.0,0,0.0
21756,14.0,0,-14.0
21757,19.0,1,11.0
21758,27.0,0,0.0
21759,29.0,0,-29.0
21760,20.0,0,-20.0
21761,18.0,0,-7.0
21762,11.0,0,-11.0
21763,0.0,0,0.0
21764,0.0,0,0.0
21765,15.0,0,-12.0
21766,0.0,0,31.0
21767,31.0,0,0.0
21768,4.0,0,-4.0
21769,0.0,0,0.0
21770,0.0,0,0.0
21771,0.0,1,-15.0
21772,22.0,0,9.0
21773,31.0,0,-7.0
21774,0.0,0,21.0
21775,23.0,0,5.0
21776,0.0,0,0.0
21777,0.0,0,31.0
21778,0.0,1,0.0
21779,25.0,0,6.0
21780,20.0,0,11.0
21781,0.0,0,18.0
21782,9.0,0,22.0
21783,19.0,0,12.0
21784,0.0,0,6.0
21785,30.0,0,1.0
21786,3.0,1,3.0
21787,31.0,0,0.0
21788,0.0,0,0.0
21789,18.0,0,-18.0
21790,0.0,0,0.0
21791,20.0,0,-8.0
21792,0.0,0,7.0
21793,9.0,0,4.0
21794,0.0,0,8.0
21795,2.0,0,-0.0
21796,23.0,0,8.0
21797,31.0,1,10.0
21798,0.0,0,15.0
21799,0.0,1,-12.0
21800,0.0,0,0.0
21801,31.0,1,31.0
21802,0.0,0,0.0
21803,16.0,1,5.0
21804,25.0,0,6.0
21805,30.0,0,-14.0
21806,0.0,0,0.0
21807,31.0,0,-18.0
21808,11.0,0,-6.0
21809,31.0,0,0.0
21810,0.0,0,0.0
21811,0.0,0,0.0
21812,0.0,0,0.0
21813,0.0,0,31.0
21814,0.0,0,0.0
21815,0.0,0,0.0
21816,0.0,0,7.0
21817,24.0,0,7.0
21818,31.0,0,0.0
21819,23.0,0,3.0
21820,26.0,0,-26.0
21821,0.0,1,-22.0
21822,31.0,0,-22.0
21823,0.0,0,0.0
21824,0.0,0,31.0
21825,25.0,0,6.0
21826,31.0,0,0.0
21827,7.0,1,7.0
21828,0.0,0,13.0
21829,23.0,0,8.0
21830,6.0,0,-5.0
21831,20.0,0,-20.0
21832,31.0,1,0.0
21833,4.0,0,-4.0
21834,0.0,0,23.0
21835,0.0,0,4.0
21836,4.0,0,-4.0
21837,10.0,0,-10.0
21838,22.0,1,6.0
21839,0.0,0,9.0
21840,16.0,0,11.0
21841,28.0,0,3.0
21842,15.0,0,-15.0
21843,21.0,0,-4.0
21844,9.0,1,-17.0
21845,10.0,0,-10.0
21846,31.0,0,0.0
21847,25.0,0,6.0
21848,0.0,0,0.0
21849,31.0,1,10.0
21850,0.0,0,0.0
21851,27.0,0,-24.0
21852,0.0,0,0.0
21853,31.0,0,-4.0
21854,20.0,0,11.0
21855,29.0,0,-23.0
21856,25.0,0,6.0
21857,23.0,0,8.0
21858,3.0,1,-23.0
21859,27.0,0,1.0
21860,10.0,1,-9.0
21861,8.0,0,12.0
21862,29.0,0,-3.0
21863,0.0,0,0.0
21864,27.0,1,12.0
21865,0.0,0,0.0
21866,0.0,0,31.0
21867,13.0,0,-13.0
21868,0.0,0,0.0
21869,0.0,1,0.0
21870,24.0,0,7.0
21871,29.0,1,29.0
21872,8.0,1,-22.0
21873,9.0,0,-7.0
21874,1.0,0,-1.0
21875,0.0,1,0.0
21876,0.0,0,0.0
21877,0.0,0,2.0
21878,24.0,0,-20.0
21879,30.0,1,13.0
21880,14.0,0,17.0
21881,13.0,0,15.0
21882,31.0,1,24.0
21883,28.0,0,-28.0
21884,0.0,1,-23.0
21885,30.0,0,-24.0
21886,10.0,1,4.0
21887,0.0,0,0.0
21888,0.0,0,11.0
21889,31.0,0,-13.0
21890,25.0,0,-5.0
21891,0.0,0,23.0
21892,0.0,0,0.0
21893,27.0,0,4.0
21894,0.0,0,0.0
21895,0.0,0,0.0
21896,26.0,0,5.0
21897,26.0,0,-5.0
21898,0.0,0,0.0
21899,18.0,0,13.0
21900,17.0,1,17.0
21901,2.0,1,2.0
21902,11.0,0,2.0
21903,0.0,0,0.0
21904,20.0,1,-6.0
21905,0.0,0,10.0
21906,31.0,0,0.0
21907,4.0,0,1.0
21908,13.0,0,2.0
21909,6.0,0,-4.0
21910,0.0,0,28.0
21911,0.0,1,-10.0
21912,0.0,1,0.0
21913,29.0,0,-10.0
21914,0.0,0,18.0
21915,0.0,0,0.0
21916,0.0,0,0.0
21917,7.0,1,-23.0
21918,0.0,1,0.0
21919,0.0,0,0.0
21920,31.0,0,-31.0
21921,25.0,0,6.0
21922,21.0,0,-1.0
21923,10.0,0,-10.0
21924,0.0,0,1.0
21925,0.0,0,10.0
21926,0.0,0,0.0
21927,9.0,0,2.0
21928,0.0,0,0.0
21929,31.0,1,28.0
21930,1.0,0,-1.0
21931,0.0,0,0.0
21932,0.0,0,21.0
21933,14.0,0,-14.0
21934,0.0,0,0.0
21935,0.0,0,15.0
21936,14.0,0,-11.0
21937,31.0,0,-20.0
21938,0.0,1,0.0
21939,2.0,0,27.0
21940,3.0,1,3.0
21941,13.0,0,-13.0
21942,0.0,0,0.0
21943,16.0,0,15.0
21944,0.0,0,21.0
21945,0.0,1,-30.0
21946,20.0,0,11.0
21947,0.0,0,17.0
21948,15.0,0,-15.0
21949,28.0,0,-11.0
21950,13.0,0,-5.0
21951,0.0,0,19.0
21952,7.0,0,19.0
21953,18.0,1,4.0
21954,31.0,0,-12.0
21955,9.0,0,21.0
21956,0.0,0,0.0
21957,21.0,1,-2.0
21958,28.0,0,-18.0
21959,20.0,0,-7.0
21960,0.0,0,0.0
21961,19.0,0,-10.0
21962,12.0,0,-12.0
21963,0.0,0,0.0
21964,31.0,0,0.0
21965,5.0,1,5.0
21966,31.0,0,-20.0
21967,0.0,1,-16.0
21968,31.0,0,0.0
21969,0.0,0,0.0
21970,22.0,0,2.0
21971,0.0,0,10.0
21972,19.0,0,-5.0
21973,0.0,0,31.0
21974,0.0,1,-19.0
21975,4.0,0,27.0
21976,0.0,0,0.0
21977,27.0,0,4.0
21978,28.0,0,3.0
21979,21.0,0,-21.0
21980,0.0,0,0.0
21981,31.0,0,-31.0
21982,0.0,0,0.0
21983,10.0,0,11.0
21984,0.0,0,0.0
21985,19.0,0,12.0
21986,31.0,1,31.0
21987,25.0,0,6.0
21988,0.0,0,0.0
21989,0.0,0,0.0
21990,0.0,0,17.0
21991,0.0,0,20.0
21992,18.0,0,10.0
21993,31.0,0,0.0
21994,0.0,0,28.0
21995,16.0,0,-6.0
21996,0.0,0,0.0
21997,16.0,0,-16.0
21998,0.0,0,0.0
21999,0.0,0,0.0
22000,0.0,0,0.0
22001,24.0,0,7.0
22002,28.0,0,3.0
22003,0.0,0,7.0
22004,31.0,1,11.0
22005,4.0,0,12.0
22006,0.0,0,0.0
22007,9.0,0,-5.0
22008,0.0,1,0.0
22009,21.0,1,10.0
22010,27.0,0,4.0
22011,0.0,0,0.0
22012,0.0,0,14.0
22013,0.0,1,-30.0
22014,26.0,0,5.0
22015,0.0,0,0.0
22016,31.0,0,0.0
22017,4.0,0,-3.0
22018,18.0,0,13.0
22019,11.0,0,-6.0
22020,28.0,0,3.0
22021,31.0,0,-11.0
22022,2.0,1,2.0
22023,0.0,0,23.0
22024,31.0,1,1.0
22025,19.0,0,-6.0
22026,0.0,0,31.0
22027,20.0,0,-18.0
22028,0.0,0,5.0
22029,30.0,0,1.0
22030,11.0,0,3.0
22031,18.0,0,13.0
22032,0.0,0,27.0
22033,25.0,0,-10.0
22034,31.0,0,-10.0
22035,9.0,0,-2.0
22036,8.0,0,20.0
22037,0.0,0,25.0
22038,0.0,0,0.0
22039,31.0,1,7.0
22040,13.0,0,1.0
22041,0.0,1,0.0
22042,10.0,0,21.0
22043,5.0,0,7.0
22044,31.0,0,-31.0
22045,31.0,0,-31.0
22046,31.0,0,-2.0
22047,28.0,0,-26.0
22048,0.0,0,5.0
22049,0.0,0,30.0
22050,6.0,0,-6.0
22051,0.0,0,13.0
22052,29.0,0,-4.0
22053,0.0,0,0.0
22054,20.0,1,9.0
22055,17.0,0,-15.0
22056,0.0,0,0.0
22057,2.0,0,-2.0
22058,0.0,0,31.0
22059,0.0,0,0.0
22060,16.0,1,0.0
22061,0.0,0,19.0
22062,31.0,0,-31.0
22063,13.0,0,3.0
22064,9.0,0,-9.0
22065,0.0,0,0.0
22066,29.0,0,2.0
22067,6.0,0,-6.0
22068,31.0,1,20.0
22069,14.0,0,-5.0
22070,10.0,0,21.0
22071,9.0,0,-5.0
22072,31.0,0,0.0
22073,16.0,0,-16.0
22074,7.0,0,-5.0
22075,12.0,0,-12.0
22076,13.0,0,-13.0
22077,0.0,0,0.0
22078,0.0,0,0.0
22079,30.0,0,-2.0
22080,20.0,0,-20.0
22081,31.0,1,30.0
22082,0.0,0,0.0
22083,2.0,1,2.0
22084,0.0,0,0.0
22085,5.0,0,-5.0
22086,12.0,1,-2.0
22087,0.0,0,0.0
22088,28.0,0,3.0
22089,0.0,0,0.0
22090,0.0,0,0.0
22091,16.0,0,-6.0
22092,5.0,0,-5.0
22093,0.0,0,31.0
22094,18.0,0,13.0
22095,0.0,0,0.0
22096,0.0,0,12.0
22097,31.0,1,1.0
22098,0.0,0,28.0
22099,29.0,0,2.0
22100,25.0,1,-1.0
22101,0.0,0,0.0
22102,27.0,0,4.0
22103,0.0,0,0.0
22104,21.0,0,10.0
22105,0.0,0,25.0
22106,23.0,0,-16.0
22107,7.0,0,-7.0
22108,16.0,0,3.0
22109,0.0,1,-3.0
22110,14.0,0,17.0
22111,19.0,0,-19.0
22112,26.0,0,-26.0
22113,0.0,0,0.0
22114,28.0,0,3.0
22115,31.0,0,0.0
22116,0.0,0,1.0
22117,0.0,0,20.0
22118,28.0,0,3.0
22119,22.0,0,-14.0
22120,0.0,1,-31.0
22121,30.0,0,-15.0
22122,0.0,0,14.0
22123,0.0,0,26.0
22124,31.0,0,0.0
22125,24.0,0,-2.0
22126,0.0,0,0.0
22127,2.0,1,1.0
22128,9.0,0,-9.0
22129,0.0,0,25.0
22130,0.0,1,0.0
22131,19.0,0,-19.0
22132,0.0,0,0.0
22133,28.0,0,-18.0
22134,0.0,0,16.0
22135,28.0,0,3.0
22136,26.0,0,-7.0
22137,31.0,1,31.0
22138,11.0,1,11.0
22139,18.0,1,18.0
22140,6.0,1,6.0
22141,31.0,0,-13.0
22142,27.0,0,-0.0
22143,0.0,0,31.0
22144,0.0,0,0.0
22145,0.0,0,19.0
22146,5.0,1,5.0
22147,0.0,1,0.0
22148,14.0,0,-14.0
22149,21.0,0,-2.0
22150,0.0,0,20.0
22151,31.0,0,-9.0
22152,28.0,0,-6.0
22153,20.0,1,20.0
22154,0.0,0,24.0
22155,0.0,0,28.0
22156,10.0,0,21.0
22157,31.0,1,-0.0
22158,0.0,0,0.0
22159,31.0,0,0.0
22160,0.0,0,0.0
22161,11.0,0,-11.0
22162,31.0,0,-8.0
22163,30.0,0,1.0
22164,0.0,0,29.0
22165,0.0,0,0.0
22166,27.0,0,-27.0
22167,5.0,0,26.0
22168,31.0,1,6.0
22169,13.0,0,16.0
22170,0.0,0,0.0
22171,31.0,0,0.0
22172,19.0,0,-19.0
22173,6.0,1,-4.0
22174,0.0,0,0.0
22175,10.0,0,-10.0
22176,0.0,0,5.0
22177,24.0,0,-15.0
22178,31.0,1,31.0
22179,31.0,0,-6.0
22180,0.0,0,0.0
22181,0.0,0,0.0
22182,0.0,1,-26.0
22183,6.0,0,13.0
22184,12.0,0,13.0
22185,31.0,0,0.0
22186,0.0,0,9.0
22187,0.0,0,21.0
22188,15.0,0,-15.0
22189,31.0,0,0.0
22190,30.0,0,-5.0
22191,17.0,0,-3.0
22192,23.0,0,-1.0
22193,0.0,0,14.0
22194,0.0,0,0.0
22195,14.0,0,-14.0
22196,0.0,0,0.0
22197,7.0,1,-24.0
22198,12.0,0,-9.0
22199,26.0,0,5.0
22200,0.0,1,0.0
22201,28.0,0,3.0
22202,26.0,0,-26.0
22203,29.0,0,-27.0
22204,31.0,0,-9.0
22205,0.0,0,31.0
22206,28.0,0,-4.0
22207,0.0,0,31.0
22208,26.0,0,5.0
22209,0.0,0,17.0
22210,29.0,0,2.0
22211,0.0,0,0.0
22212,31.0,1,14.0
22213,16.0,0,15.0
22214,18.0,0,13.0
22215,26.0,0,-26.0
22216,0.0,0,22.0
22217,0.0,0,0.0
22218,27.0,0,4.0
22219,27.0,0,3.0
22220,0.0,0,31.0
22221,0.0,1,-7.0
22222,0.0,0,0.0
22223,2.0,0,15.0
22224,0.0,0,24.0
22225,5.0,1,5.0
22226,29.0,0,-29.0
22227,31.0,0,0.0
22228,2.0,0,-2.0
22229,11.0,0,5.0
22230,0.0,0,0.0
22231,28.0,0,-4.0
22232,0.0,0,20.0
22233,0.0,0,31.0
22234,0.0,0,0.0
22235,0.0,1,0.0
22236,25.0,0,-16.0
22237,5.0,0,14.0
22238,15.0,0,16.0
22239,0.0,0,31.0
22240,0.0,0,31.0
22241,7.0,0,-7.0
22242,15.0,0,-3.0
22243,12.0,0,-12.0
22244,31.0,1,0.0
22245,0.0,0,4.0
22246,0.0,0,0.0
22247,0.0,0,6.0
22248,0.0,0,1.0
22249,24.0,0,-24.0
22250,12.0,0,-12.0
22251,20.0,1,-11.0
22252,0.0,0,17.0
22253,0.0,0,17.0
22254,12.0,0,-10.0
22255,22.0,0,9.0
22256,28.0,0,-28.0
22257,0.0,0,0.0
22258,27.0,0,4.0
22259,0.0,0,0.0
22260,1.0,0,30.0
22261,0.0,1,-13.0
22262,21.0,0,10.0
22263,31.0,0,-14.0
22264,0.0,0,28.0
22265,31.0,0,0.0
22266,13.0,0,4.0
22267,0.0,0,0.0
22268,0.0,1,-15.0
22269,0.0,0,0.0
22270,0.0,0,0.0
22271,16.0,0,-10.0
22272,26.0,0,-6.0
22273,14.0,0,17.0
22274,0.0,0,0.0
22275,9.0,0,1.0
22276,31.0,0,-16.0
22277,31.0,0,-4.0
22278,12.0,0,-12.0
22279,0.0,0,31.0
22280,0.0,0,0.0
22281,18.0,0,13.0
22282,31.0,0,-1.0
22283,31.0,0,0.0
22284,0.0,0,3.0
22285,0.0,0,31.0
22286,27.0,0,-17.0
22287,14.0,0,17.0
22288,21.0,0,-14.0
22289,16.0,1,-6.0
22290,0.0,0,23.0
22291,20.0,0,-9.0
22292,16.0,0,15.0
22293,0.0,1,-13.0
22294,0.0,0,0.0
22295,0.0,0,0.0
22296,0.0,0,0.0
22297,31.0,0,0.0
22298,0.0,0,6.0
22299,0.0,0,0.0
22300,25.0,1,25.0
22301,19.0,1,-4.0
22302,0.0,0,0.0
22303,0.0,0,27.0
22304,0.0,0,12.0
22305,15.0,1,-1.0
22306,29.0,0,2.0
22307,0.0,0,0.0
22308,0.0,0,0.0
22309,0.0,0,9.0
22310,0.0,0,1.0
22311,31.0,0,-16.0
22312,27.0,0,4.0
22313,26.0,0,4.0
22314,18.0,0,-18.0
22315,9.0,0,16.0
22316,0.0,0,0.0
22317,10.0,0,-10.0
22318,30.0,0,1.0
22319,0.0,1,-11.0
22320,26.0,1,6.0
22321,22.0,0,9.0
22322,5.0,1,-20.0
22323,26.0,0,-11.0
22324,0.0,0,31.0
22325,0.0,0,20.0
22326,18.0,0,-18.0
22327,29.0,0,-29.0
22328,0.0,0,0.0
22329,24.0,0,7.0
22330,31.0,0,-0.0
22331,0.0,0,19.0
22332,18.0,0,13.0
22333,29.0,0,2.0
22334,30.0,0,1.0
22335,8.0,0,-8.0
22336,0.0,0,20.0
22337,0.0,0,0.0
22338,1.0,1,-30.0
22339,26.0,0,-26.0
22340,12.0,0,-12.0
22341,28.0,0,3.0
22342,14.0,0,-5.0
22343,21.0,1,-9.0
22344,2.0,0,-2.0
22345,0.0,0,0.0
22346,0.0,0,8.0
22347,13.0,0,18.0
22348,24.0,0,-0.0
22349,29.0,0,-7.0
22350,13.0,1,-11.0
22351,6.0,1,6.0
22352,0.0,0,0.0
22353,0.0,1,0.0
22354,18.0,0,13.0
22355,0.0,1,-8.0
22356,0.0,0,0.0
22357,0.0,0,0.0
22358,31.0,1,31.0
22359,8.0,0,22.0
22360,31.0,0,0.0
22361,13.0,0,-13.0
22362,31.0,1,18.0
22363,0.0,0,31.0
22364,0.0,0,0.0
22365,0.0,0,22.0
22366,0.0,0,0.0
22367,0.0,0,0.0
22368,0.0,0,0.0
22369,24.0,1,2.0
22370,0.0,0,20.0
22371,15.0,0,16.0
22372,19.0,0,12.0
22373,22.0,0,9.0
22374,0.0,0,0.0
22375,0.0,0,0.0
22376,21.0,0,-10.0
22377,0.0,0,0.0
22378,0.0,1,0.0
22379,31.0,0,-4.0
22380,0.0,0,0.0
22381,5.0,0,25.0
22382,0.0,0,0.0
22383,31.0,1,1.0
22384,0.0,0,0.0
22385,13.0,0,-13.0
22386,15.0,0,-15.0
22387,25.0,0,-5.0
22388,0.0,0,0.0
22389,18.0,0,-2.0
22390,0.0,0,31.0
22391,0.0,0,0.0
22392,0.0,0,31.0
22393,0.0,0,0.0
22394,8.0,1,-14.0
22395,11.0,0,20.0
22396,0.0,0,28.0
22397,30.0,0,1.0
22398,0.0,0,0.0
22399,17.0,0,14.0
22400,22.0,0,-22.0
22401,31.0,0,0.0
22402,0.0,0,28.0
22403,9.0,1,0.0
22404,23.0,0,-6.0
22405,31.0,0,-3.0
22406,30.0,0,-8.0
22407,0.0,0,18.0
22408,0.0,0,0.0
22409,0.0,0,0.0
22410,4.0,0,18.0
22411,15.0,0,16.0
22412,25.0,0,6.0
22413,4.0,0,-4.0
22414,26.0,0,5.0
22415,20.0,0,11.0
22416,0.0,0,4.0
22417,25.0,0,4.0
22418,7.0,0,-7.0
22419,31.0,1,8.0
22420,12.0,0,19.0
22421,23.0,0,5.0
22422,0.0,0,9.0
22423,11.0,0,-11.0
22424,0.0,0,0.0
22425,21.0,0,10.0
22426,31.0,1,0.0
22427,0.0,0,5.0
22428,30.0,0,1.0
22429,29.0,0,1.0
22430,0.0,0,4.0
22431,0.0,0,21.0
22432,0.0,0,0.0
22433,31.0,0,0.0
22434,22.0,0,9.0
22435,0.0,0,0.0
22436,13.0,0,16.0
22437,30.0,0,1.0
22438,0.0,0,27.0
22439,0.0,0,11.0
22440,23.0,0,-23.0
22441,18.0,0,13.0
22442,23.0,0,7.0
22443,0.0,0,0.0
22444,0.0,0,1.0
22445,0.0,0,0.0
22446,0.0,1,-24.0
22447,30.0,0,-24.0
22448,0.0,0,0.0
22449,0.0,0,0.0
22450,18.0,1,18.0
22451,6.0,0,-6.0
22452,0.0,0,0.0
22453,11.0,0,20.0
22454,9.0,0,5.0
22455,23.0,0,-23.0
22456,18.0,1,13.0
22457,16.0,1,16.0
22458,29.0,0,-5.0
22459,10.0,0,-8.0
22460,25.0,0,6.0
22461,15.0,0,3.0
22462,0.0,0,31.0
22463,21.0,0,-21.0
22464,10.0,0,-10.0
22465,0.0,0,4.0
22466,0.0,0,13.0
22467,22.0,0,8.0
22468,21.0,0,10.0
22469,31.0,1,2.0
22470,23.0,0,8.0
22471,0.0,0,17.0
22472,0.0,0,31.0
22473,2.0,1,-23.0
22474,31.0,0,0.0
22475,30.0,0,-17.0
22476,0.0,0,0.0
22477,31.0,0,-0.0
22478,17.0,0,-17.0
22479,0.0,0,0.0
22480,19.0,0,12.0
22481,0.0,0,0.0
22482,23.0,0,8.0
22483,31.0,1,6.0
22484,18.0,0,-5.0
22485,0.0,0,19.0
22486,23.0,0,-17.0
22487,7.0,1,7.0
22488,0.0,0,11.0
22489,0.0,0,9.0
22490,0.0,0,0.0
22491,27.0,0,-13.0
22492,29.0,0,2.0
22493,24.0,0,-10.0
22494,0.0,0,15.0
22495,0.0,0,0.0
22496,0.0,0,17.0
22497,0.0,0,30.0
22498,0.0,0,27.0
22499,28.0,0,-28.0
22500,31.0,1,14.0
22501,0.0,0,21.0
22502,21.0,0,10.0
22503,4.0,1,4.0
22504,5.0,0,-1.0
22505,25.0,0,-2.0
22506,13.0,0,18.0
22507,0.0,0,31.0
22508,12.0,0,17.0
22509,0.0,1,-15.0
22510,31.0,0,0.0
22511,30.0,0,1.0
22512,25.0,0,-4.0
22513,30.0,0,-30.0
22514,12.0,0,-2.0
22515,0.0,0,0.0
22516,26.0,0,5.0
22517,18.0,0,-4.0
22518,29.0,0,-4.0
22519,31.0,1,15.0
22520,16.0,0,-15.0
22521,26.0,0,-23.0
22522,0.0,1,0.0
22523,28.0,0,0.0
22524,0.0,0,0.0
22525,11.0,0,-11.0
22526,8.0,1,8.0
22527,31.0,0,-31.0
22528,0.0,1,0.0
22529,31.0,0,0.0
22530,27.0,0,4.0
22531,0.0,0,0.0
22532,0.0,0,11.0
22533,0.0,0,22.0
22534,31.0,0,-9.0
22535,25.0,0,-16.0
22536,0.0,0,0.0
22537,0.0,0,0.0
22538,22.0,0,9.0
22539,9.0,0,-9.0
22540,26.0,0,5.0
22541,20.0,1,-8.0
22542,7.0,0,24.0
22543,5.0,0,15.0
22544,30.0,0,-30.0
22545,15.0,0,8.0
22546,0.0,0,0.0
22547,21.0,0,5.0
22548,28.0,0,3.0
22549,3.0,0,28.0
22550,13.0,1,-7.0
22551,7.0,0,-7.0
22552,26.0,0,-22.0
22553,31.0,0,-31.0
22554,22.0,1,22.0
22555,0.0,0,2.0
22556,16.0,0,10.0
22557,30.0,0,1.0
22558,0.0,0,0.0
22559,0.0,0,0.0
22560,0.0,0,0.0
22561,0.0,0,9.0
22562,31.0,1,31.0
22563,8.0,0,-8.0
22564,18.0,0,3.0
22565,23.0,0,-18.0
22566,4.0,0,-4.0
22567,0.0,0,18.0
22568,24.0,0,-23.0
22569,28.0,1,28.0
22570,1.0,0,3.0
22571,2.0,0,-2.0
22572,0.0,0,0.0
22573,0.0,0,0.0
22574,0.0,0,0.0
22575,31.0,0,0.0
22576,8.0,0,-8.0
22577,28.0,0,-1.0
22578,18.0,0,13.0
22579,24.0,0,7.0
22580,22.0,0,9.0
22581,12.0,0,-7.0
22582,0.0,0,0.0
22583,0.0,0,16.0
22584,0.0,0,0.0
22585,0.0,0,31.0
22586,0.0,0,0.0
22587,0.0,1,-15.0
22588,0.0,0,0.0
22589,31.0,1,2.0
22590,31.0,0,-1.0
22591,24.0,1,-1.0
22592,27.0,0,4.0
22593,12.0,0,-12.0
22594,26.0,0,5.0
22595,0.0,0,26.0
22596,31.0,0,0.0
22597,0.0,0,6.0
22598,13.0,0,-11.0
22599,0.0,0,31.0
22600,0.0,1,0.0
22601,0.0,0,0.0
22602,15.0,0,16.0
22603,0.0,0,0.0
22604,0.0,0,5.0
22605,18.0,0,13.0
22606,31.0,1,3.0
22607,17.0,0,13.0
22608,0.0,0,24.0
22609,8.0,0,-8.0
22610,0.0,0,0.0
22611,13.0,0,18.0
22612,18.0,0,-18.0
22613,0.0,0,13.0
22614,0.0,0,27.0
22615,0.0,0,21.0
22616,17.0,0,-9.0
22617,0.0,0,8.0
22618,0.0,0,0.0
22619,3.0,1,-3.0
22620,26.0,0,-26.0
22621,31.0,0,-31.0
22622,17.0,0,-17.0
22623,18.0,0,-6.0
22624,0.0,0,0.0
22625,25.0,0,6.0
22626,0.0,0,3.0
22627,10.0,0,-10.0
22628,17.0,0,-15.0
22629,22.0,0,-22.0
22630,0.0,0,0.0
22631,0.0,0,28.0
22632,0.0,0,20.0
22633,0.0,0,0.0
22634,23.0,0,-16.0
22635,20.0,0,11.0
22636,25.0,0,6.0
22637,0.0,0,0.0
22638,31.0,1,31.0
22639,31.0,0,-6.0
22640,0.0,0,0.0
22641,23.0,0,-15.0
22642,11.0,0,-11.0
22643,11.0,0,16.0
22644,20.0,0,10.0
22645,28.0,1,28.0
22646,15.0,1,-11.0
22647,0.0,0,30.0
22648,0.0,0,0.0
22649,0.0,0,0.0
22650,27.0,0,-27.0
22651,0.0,1,0.0
22652,20.0,0,-5.0
22653,20.0,0,-15.0
22654,30.0,0,-11.0
22655,27.0,1,0.0
22656,0.0,0,31.0
22657,24.0,0,7.0
22658,31.0,1,1.0
22659,9.0,0,3.0
22660,29.0,0,2.0
22661,3.0,0,2.0
22662,5.0,0,20.0
22663,0.0,0,0.0
22664,15.0,0,-15.0
22665,30.0,0,1.0
22666,29.0,0,-23.0
22667,0.0,0,7.0
22668,29.0,0,-6.0
22669,0.0,0,1.0
22670,0.0,1,0.0
22671,0.0,0,0.0
22672,31.0,1,10.0
22673,0.0,0,9.0
22674,31.0,0,-31.0
22675,28.0,0,3.0
22676,16.0,0,2.0
22677,15.0,0,-15.0
22678,0.0,0,31.0
22679,20.0,0,11.0
22680,18.0,0,-9.0
22681,11.0,0,20.0
22682,0.0,0,18.0
22683,30.0,0,-13.0
22684,24.0,0,-1.0
22685,24.0,1,24.0
22686,0.0,0,7.0
22687,0.0,0,0.0
22688,0.0,0,0.0
22689,1.0,1,-30.0
22690,6.0,0,16.0
22691,0.0,0,26.0
22692,31.0,1,11.0
22693,0.0,0,14.0
22694,0.0,0,31.0
22695,3.0,0,-3.0
22696,15.0,0,3.0
22697,27.0,0,-1.0
22698,0.0,0,21.0
22699,0.0,0,31.0
22700,29.0,0,2.0
22701,21.0,0,10.0
22702,0.0,1,0.0
22703,0.0,1,-11.0
22704,0.0,0,22.0
22705,10.0,0,-10.0
22706,6.0,1,-14.0
22707,0.0,1,-19.0
22708,25.0,1,2.0
22709,30.0,0,-15.0
22710,0.0,0,0.0
22711,31.0,0,-31.0
22712,0.0,0,22.0
22713,0.0,0,0.0
22714,0.0,0,31.0
22715,0.0,0,0.0
22716,26.0,0,-18.0
22717,2.0,0,1.0
22718,0.0,0,0.0
